index,Text,Type,pred
161748,Caminando se aprende más Lo primero que quieres hacer es buscar un estacionamiento de tiempo libre. Hay varios justo en las entradas. El puesto de informes justo en el centro te obsequia mapas del pueblo y de todo lo que se puede hacer cerca (a máximo 40 min). De comida recomiendo que se avienten a probar los tacos de flor de maguey (tiene un nombre pero no lo recuerdo) y el café de olla con piloncillo.Si necesitan un ATM este es el único lugar dónde encontramos uno. Hay un banco Azteca (ventanilla) y un cajero Banamex junto al ayuntamiento.,Attractive,Restaurant
69472,"Servicio, atenciÃ³n y dedicaciÃ³n Marriott Ixtapan de la sal es de nuestros destinos predilectos por la cercania, servicio y dedicaciÃ³n que siempre han demostrado y debo decir que ahora alcanzÃ³ la excelencia, gracias a todo el equipo, en especial a Alex Colin y a Ivonne que no solo nos atendieron de manera excelsa sino que ademÃ¡s nos consintieron con 4 bocados del cielo llamados tartaletas de frutas; deliciosos, gracias porque dÃ­a a dÃ­a superan nuestras expectativas manteniendose  como nuestra primera opciÃ³n para vacasionar en familia",Hotel,Restaurant
197845,"maravilloso Estamos tan contentos de ver esto en Sayulita. Buena comida y productos para añadir a nuestra cocina. un ambiente fantástico para colgar alrededor, música en vivo, gran comida. No te lo pierdas.",Attractive,Restaurant
81861,"Final perfecto para luna de miel Comimos aquí la última noche de nuestra luna de miel. Había reservado una mesa romántica en su playa meses antes y tenía ganas de sorprendente mi marido. Nos dieron un poco perdido y era tarde para nuestra reserva, pero Felipe comprensión y muy servicial. La...cocina era cortos de personal, pero la vista era tan increíble, no nos importó la espera para nuestra comida. Disfrutamos de una hermosa puesta y fue el final perfecto para una increíble luna. Cuando la comida no llega, fue uno de los mejores que hemos tenido. Mi marido también pudimos probar un licor de miel que Maya que tanto le gustaba, encontramos un par de botellas para llevar a casa con nosotros. Recomiendo encarecidamente este restaurante y también me animo vivamente a cualquiera para celebrar una ocasión especial en contacto con Felipe y reservar sus especial en la playa. Sin duda vale la pena!

Protip: llevar repelente de mosquitos! Aunque la vista era hermosa, me dieron comido vivo allí y ahora espero ninguno de los mosquitos infectados con cualquier virus.Más",Restaurant,Hotel
102088,"se puede superar. Por 99 pesos no se puede superar una tarta grande con tantas coberturas como usted desee. Es fina corteza y yo, ashamedly, pulido de toda una por mí",Restaurant,Attractive
196810,"Recomendación 10/10 Excelente lugar, muy buena atención y servicio. Me encantó!! Mucho mejor que como se muestra en la fotos! La comida está riquísima  ¡¡Volveré y sin duda alguna me hospedaré en el mismo hotel, súper recomendado!!",Hotel,Restaurant
10828,"Si disfrutas de un lugar paradisíaco sin niños este es el lugar El concepto del allá inclusive tiene las desventajas del aislamiento, este no es el caso el hotel está a un costado de la mejor parte de la playa con un club de playa hermoso comida a la carta donde quieras y la acostumbrada amabilidad mexicana, solo debes soportar el turista Yankee que no es poca cosa, volveré sin duda",Hotel,Restaurant
3373,"Muy divertida tarde con la familia Es un lugar que tiene muchas areas con palapas donde puedes acampar, tiene baños perfectamente limpios, restaurante y renta de canoas, yo preferi rentar una palapa privada donde realmente pasamos una tarde muy agradable con la familia y amigos, hay que llevar comida y bebida en esta area ya que el restaurante solo da servicio en el area publica pero como dicen en gustos se rompen generos.",Attractive,Restaurant
153286,Caro y poca calidad En cualquier hotel puedes comer mejor nos cobraron 400 pesos por un pescadito. No lo valía ya que era pequeño y no estaba bien cocinado. ,Attractive,Restaurant
8292,"Lindo lugar y buen servicio Nos recibió Elizabeth, una chica con mucho conocimiento y preparada para resolver cualquier inquietud, eso nos encantó.En cuanto al joven que nos llevó al cultivo pienso que debe estudiar un poco más, y hablar de la importancia del bosque, el ecosistema (El río, tipo de árboles, fauna y demás), variedades cultivadas y su filosofía de conservación (teniendo en cuenta que el lugar tiene una certificación como área de conservación - IMPORTANTÍSIMO). -Ésto es sólo una sugerencia para mejorar -El lugar es encantador, el bosque es hermoso y conocer un cultivo en sombrío fue muy lindo. La comida estuvo deliciosa y las atenciones muy buenas.Lo recomiendo 100%",Attractive,Restaurant
202822,Pefect fit Me hospede junto con mi familia para el fin de semana. Nosotros buscabamos un lugar que fuera de calidad y que tuviera una ubicación centrica porque el tema del estacionamiento es complicado en Patzcuaro. El hotel cumple con dichas cualidades y más. Las habitaciones son...Más,Restaurant,Hotel
106188,"Agradable club de playa  Me sorprendió la comida, realmente agradable y muy variado. El servicio está muy bien y con el consumo no pagamos estacionamiento.Los precios de los camastros son de 300 mxn y consumo mínimo de 500 mxn.",Attractive,Restaurant
162976,"Todo lo que necesitaba :3 visitamos el lugar con mi novio el día domingo 24, queríamos pasar un día tranquilo y relajarnos un rato, cuando llegamos  nos encanto el establecimiento,es un lugar maravilloso la vista es excelente, el agua es cálida, las actividades están perfectas (por solo estar consumiendo en el establecimiento y dar un deposito que es reembolsable te prestan el equipo para realizar actividades) la comida es maravillosa desde la presentación y el sabor es muy delicioso, la bebidas son las mejores son perfectas, el personal todos son muy amables y atentos y se puede conversar muy gusto con ellos, pasamos un día genial y maravilloso.  definitivamente regresare... :3",Attractive,Hotel
140357,"Las habitaciones son perfectas, buen café y muy asequible. Una noche después de llegar tarde en Creel, no esperes a dormir en cualquier lugar cerca de un lugar muy agradable. Justo al lado de la parada de autobús nos encontramos este lugar que alquila habitaciones café en su primer y segundo piso las habitaciones...son perfectas, buen café y muy asequible.Más",Restaurant,Hotel
86212,"en el centro de la ciudad Visitamos primera hora de la mañana, no había nadie, pero entiendo que puede llegar muy ocupado en un día caliente!",Restaurant,Attractive
145279,"uno de mis preferidos. me gusta mucho llevar a mis buzos a este lugar, la attencion y las instalaciones son de primera y el buceo fenomenal.. cuando llegue no venia preparado pues subieron el precio pero me respetaron el precio anterior, lo cual lo agradesco mucho. se me hace un poco caro el acceso, pues en el servicio se ofrecen 2 cenotes y entonces si vamos al pit y al pet por exemplo. solo de entradas se va algo alto. seran un  poco menores las visitas pues no todos quieren pagar el precio del servicio, pero no dejaremos de ir y nos adptaremos gracias por la atencion. y saludos.",Attractive,Hotel
161811,"paraiso natural estuve la oportunidad de estar  ahi con mi marido el aÃ±o pasado, es hermoso lugar , paradisiaco, la gente super amable, la comida exelente y lo mejor de todo el oceano calmo,los peces pasar van arrededor de uno... es increible nunca habia visto un mar tan calmo un paraiso , los paseaos que ofrecen son todos buenos......y.. alquilando los autos a bateria uno recorre el lugar . lo ideal es ir por el dia  en ferry o mejor alojarse en unos de sus hermosos hoteles para conocer la isla mas detenidamente..!! volveria ....",Attractive,Hotel
34844,"Agua era preciosa y claro No te olvides de tu cÃ¡mara de agua(s).  Hace viento asÃ­ que una chaqueta ligera serÃ­a agradable.La comida en el pequeÃ±o pueblo es bastante decepcionante, pero sin duda volverÃ© a gallos (desayuno) varias veces. Evitar Dopi (su ""filet mignon"" estÃ¡ muy lejos de serlo - muy mala calidad de corte de carne), Qubano (salado y aceitosa y mienten sobre con pan cubano).  Manta rayas no era lo peor, pero no me molestarÃ­a en ir allÃ­ de nuevo. San ValentÃ­n Lola estaba bien - tenÃ­a opciones libres y vegetariano al gluten. Greenverde era bueno, pero que era mÃ¡s central Island.Nos alojamos en el hotel Ixchel. No me volverÃ­a a alojar allÃ­ de nuevo. Estaba bastante limpia. Agua caliente a veces se quedaban. Se cortÃ³ un dÃ­a. Las paredes son finas como el papel (podÃ­a oÃ­r a la gente al lado luchando y niÃ±os al lado del otro lado jugando y empleados hablando afuera en la piscina).  El personal era en general era agradable. La ubicaciÃ³n en la playa era agradable.",Attractive,Hotel
189595,"Excelente servicio! Excelente servicio dentro del beach club, la atención es excelente de parte de Damian y todo el personal, ademas de qué siempre están atentos a todo lo que necesitamos. Todos los meseros son muy amables, excelente lugar!",Hotel,Restaurant
195999,"Una joya escondida En el centro de la ciudad se puede encontrar esta ""joya escondida"", un agua fresca cenote Deep por debajo del nivel de la calle, donde es incluso permite nadar! Traiga su traje de baño y no te olvides de tu cámara. Definitivamente quieres fotos de...este hermoso cenote.Más",Restaurant,Attractive
80298,"Encantador Esta es una bonita gran cenote, muy cerca del centro de la ciudad. Fuimos por la mañana, a las 10 de la mañana y teníamos el sitio para nosotros!",Restaurant,Attractive
68529,"no nos decepcionó, volvería Terminamos en este restaurante como parte de un viaje de un día a Xichen Itza habíamos reservado por día Cómo llegar. Nos sorprendió muy agradablemente. yo era un buffet. La comida era realmente deliciosa y había mucha variedad. La decoración era preciosa, hacienda como. El...lugar estaba muy limpio. Sin duda si volvemos a la zona. El personal era muy amable y servicial.Más",Restaurant,Hotel
77087,"Tortugueros Las Playitas Experiencia de voluntariado Mi hija y yo nos inscribimos para ser voluntarios en octubre en Tortugueros Las Playitas en Todos Santos. En esa época del año se recolectan huevos de tortuga en lugar de liberar tortugas. Nos dieron la Casita de Mango para alojarnos. Si se queda aquí, tenga en cuenta que es bastante remota y que realmente necesita un coche de alquiler, ya que la playa es bastante larga, así como cualquier restaurante o una tienda de comestibles. Además, hasta después de nuestra llegada, no nos dimos cuenta ni aconsejamos que no puede alquilar un automóvil en Todos Santos, sino que debe reservar uno y luego recibirlo. La Casita de Mango es muy rústica y una habitación grande. La ducha se encuentra en la esquina delantera de la habitación y solo está parcialmente cerrada. El baño está en la otra esquina, sin puerta frente a él. Dependiendo de con quién esté compartiendo la habitación y si está preparado con anticipación para este acuerdo, probablemente esté bien para la mayoría de las personas. Mi hija y yo no pudimos quedarnos y, de hecho, fuimos voluntarios, ya que había un problema con los mosquitos y las pulgas en la habitación.",Attractive,Hotel
48138,"Excelente servicio La, comida y el servicio de primera, muchas gracias por todo.  felicidades en especial a un mesero de nombre Adolfo, muy servicial y comprometido con su trabajo.  Lo único que les sugiero es tener servicio de valet parking y lavado de autos.  El bufet de desayuno excelente.",Hotel,Restaurant
55421,"maravilloso alegría fue fantástico!  ella estaba sonriendo, cálida profesional e incluso más allá!  el lugar es notablemente encantador!  recomiendo encarecidamente! la carta de platos y bebidas es muy variada y de una calidad perfecta",Hotel,Restaurant
